id_subject,id_segment,id_error,idt,t,id_BayeSlope,signal,Amplitude,A_pre,A_pre_ratio,A_post,A_post_ratio,Width,W_pre,W_pre_ratio,W_post,W_post_ratio,RR_pre,RR_post,RR_ratio,consecutive_errors,Isolated,error_class_label
7,4,0,549,1317.2034754617414,5,418,220,84.0,2.619047619047619,60.0,3.6666666666666665,30,12.0,2.5,30.0,1.0,196.0,173.0,0.8826530612244898,1,0,T-wave
7,4,1,722,1317.8954772875989,6,80,60,220.0,0.2727272727272727,136.0,0.4411764705882353,30,30.0,1.0,19.0,1.5789473684210527,173.0,129.0,0.7456647398843931,2,0,T-wave
7,4,2,1826,1322.311488939314,15,30,213,1091.0,0.19523373052245646,101.0,2.108910891089109,19,13.0,1.4615384615384615,17.0,1.1176470588235294,229.0,105.0,0.4585152838427948,1,1,Physio
7,4,3,2071,1323.291491525066,18,81,988,34.0,29.058823529411764,62.0,15.935483870967742,19,21.0,0.9047619047619048,27.0,0.7037037037037037,58.0,57.0,0.9827586206896551,1,0,Physio
7,4,4,2128,1323.519492126649,19,63,62,988.0,0.06275303643724696,768.0,0.08072916666666667,27,19.0,1.4210526315789473,11.0,2.4545454545454546,57.0,180.0,3.1578947368421053,2,0,T-wave
7,4,5,2308,1324.239494026385,20,135,768,62.0,12.387096774193548,78.0,9.846153846153847,11,27.0,0.4074074074074074,29.0,0.3793103448275862,180.0,155.0,0.8611111111111112,3,0,Physio
7,4,6,2463,1324.859495662269,21,91,78,768.0,0.1015625,46.0,1.6956521739130435,29,11.0,2.6363636363636362,15.0,1.9333333333333333,155.0,130.0,0.8387096774193549,4,0,T-wave
7,5,0,1571,1391.291670944591,17,29,128,214.0,0.5981308411214953,80.0,1.6,25,11.0,2.272727272727273,12.0,2.0833333333333335,72.0,106.0,1.4722222222222223,1,1,Noise
13,2,0,1837,1018.3784929645043,19,465,451,600.0,0.7516666666666667,321.0,1.4049844236760125,30,15.0,2.0,13.0,2.3076923076923075,211.0,134.0,0.6350710900473934,1,1,Noise
21,4,0,877,1657.5155896307524,10,477,609,134.0,4.544776119402985,129.0,4.72093023255814,14,21.0,0.6666666666666666,12.0,1.1666666666666667,98.0,68.0,0.6938775510204082,1,1,Physio
22,2,0,347,1142.3946246800688,2,390,372,145.0,2.56551724137931,203.0,1.832512315270936,30,17.0,1.7647058823529411,13.0,2.3076923076923075,75.0,131.0,1.7466666666666666,1,1,Physio
22,2,1,2182,1149.7346415439401,20,239,214,193.0,1.1088082901554404,224.0,0.9553571428571429,30,12.0,2.5,13.0,2.3076923076923075,56.0,150.0,2.6785714285714284,1,1,T-wave
